tripid,userid,name,trippointid,lat,lon,speed,recordedtimestamp,sequence,enginerpm,shorttermfuelbank1,longtermfuelbank1,throttleposition,relativethrottleposition,runtime,distancewithmil,engineload,mafflowrate,outsidetemperature,enginefuelrate,vin
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c3bd371a-1ed6-400f-bcb6-47de13eb7310,47.66724859,-122.1225086,-255,2018-03-14T00:12:52.2060050Z,869,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,84d2fbe4-dd14-4d9e-9feb-39894943b863,47.66724694,-122.1224395,-255,2018-03-14T00:12:53.1770050Z,870,-255,-255,-255,25,-255,-255,-255,-255,-255,,32,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c97a777d-5740-4cc2-80e7-b990ee8d90bf,47.66724694,-122.1224395,-255,2018-03-14T00:12:53.1980490Z,871,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,caea197c-ff7e-4b9a-b27e-aff9b2102710,47.66724762,-122.1223679,5,2018-03-14T00:12:54.2979590Z,872,-255,20,10,-255,-3,43,3,0,1095,,27,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,be58129b-08b1-41c3-96e6-3f159c3b512a,47.66724762,-122.1223679,-255,2018-03-14T00:12:54.3272830Z,873,-255,-255,-255,-255,-255,-255,-255,-255,16,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9c2e6ca7-92b5-433c-9b42-327859301e6e,47.6672475,-122.1222853,-255,2018-03-14T00:12:55.2802500Z,874,10,0,5,14,1155,-1,0,1096,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,83938349-0c0e-4dfe-bfb6-fa2d481d3583,47.6672475,-122.1222853,-255,2018-03-14T00:12:55.3099210Z,875,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,faa4a10a-ac3e-4cef-b65c-892733b7625e,47.66724529,-122.1221925,-255,2018-03-14T00:12:56.2981490Z,876,-255,6,10,4,-2,14,2,0,1097,,13,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,07f6e068-5f5e-418e-9aeb-d764710990b3,47.66724529,-122.1221925,-255,2018-03-14T00:12:56.3236200Z,877,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,2f1c4a19-3194-4eb3-bd80-d2871c88a1d6,47.66724327,-122.1220987,6,2018-03-14T00:12:57.2420720Z,878,-255,0,-255,21,-255,7,-2,1099,19,,25,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,143c8316-29a1-4ec3-b0a8-bc1928e7851a,47.66724327,-122.1220987,-255,2018-03-14T00:12:57.2622240Z,879,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c0f69b84-91ba-4b92-8818-9cc4442f4bab,47.66724097,-122.1220017,-255,2018-03-14T00:12:58.3018650Z,880,10,-255,19,7,1326,-255,-255,-255,1100,,28,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,dc1fbe4d-1a8c-4389-ac4b-a370d9754a8e,47.66724097,-122.1220017,-255,2018-03-14T00:12:58.3286640Z,881,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c66380db-b555-49e0-8b5b-2b823c59cfcf,47.66724113,-122.1219049,-255,2018-03-14T00:12:59.3079930Z,882,-255,20,10,-255,-3,41,4,0,-255,,28,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c7e2bf0b-7c8a-417a-a76f-f83022841757,47.66724113,-122.1219049,-255,2018-03-14T00:12:59.3369070Z,883,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,f89ff38a-cec1-4a38-b658-07825c655755,47.66723897,-122.121806,12,2018-03-14T00:13:00.2959570Z,884,10,0,12,25,1398,4,-3,1101,24,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d335c524-06e9-4aa0-9cdd-d1de2e50c268,47.66723897,-122.121806,-255,2018-03-14T00:13:00.3241550Z,885,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,cb63c22e-82f7-4c6a-bb5f-4d20aa360cc5,47.66723702,-122.1216989,-255,2018-03-14T00:13:01.3337140Z,886,-255,5,10,4,-2,13,-2,0,1103,,15,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,f3ace78c-bbfb-4210-9ce1-2995323c96f9,47.66723702,-122.1216989,-255,2018-03-14T00:13:01.3633690Z,887,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,8811a5a3-3b6c-4eaa-adc4-423f6d7bcbc3,47.66723522,-122.1215829,5,2018-03-14T00:13:02.3224920Z,888,-255,0,-255,14,-255,3,0,1104,15,,29,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,8bc208eb-af31-47fd-a4bd-2e009da1be48,47.66723522,-122.1215829,-255,2018-03-14T00:13:02.3509010Z,889,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,01f7d14f-7a79-43a0-97b9-82e91085cfcb,47.66723741,-122.1214725,-255,2018-03-14T00:13:03.3281220Z,890,10,-255,4,4,1058,13,-255,-255,1105,,15,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d2a09034-2263-4e91-a385-1886fc450d8a,47.66723741,-122.1214725,-255,2018-03-14T00:13:03.3583720Z,891,-255,-255,-255,-255,-255,-255,-255,0,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,6dcc091f-ea77-4e41-bbf3-7276ed259902,47.66723681,-122.1213642,-255,2018-03-14T00:13:04.3261410Z,892,-255,4,10,-255,0,-255,-4,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,3955b186-b4bb-48e6-a93d-edecedf50eeb,47.66723681,-122.1213642,-255,2018-03-14T00:13:04.3525100Z,893,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c36439ed-e2fa-482e-8a3e-8a3d2ee73b66,47.66723681,-122.1212587,4,2018-03-14T00:13:05.3311570Z,894,10,0,4,13,976,-7,0,1107,14,,28,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,002f4671-c595-4e62-8b47-896ed7d55bbd,47.66723681,-122.1212587,-255,2018-03-14T00:13:05.3570200Z,895,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,bb9be2c1-19ef-4228-a364-0b357aec4a5d,47.66723486,-122.1211581,-255,2018-03-14T00:13:06.3396580Z,896,-255,4,-255,4,-255,13,-4,0,1108,,14,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,cfc51255-fd9d-448e-b0a8-727f83f79a46,47.66723486,-122.1211581,-255,2018-03-14T00:13:06.3688820Z,897,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,e8e28fc1-a71f-4e25-a235-9e0465f7867c,47.66723183,-122.1210608,-255,2018-03-14T00:13:07.3349130Z,898,-255,-255,10,-255,-1,-255,-255,-255,-255,,26,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,44809642-f0be-407f-8b79-2e963d7d194b,47.66723183,-122.1210608,-255,2018-03-14T00:13:07.3614050Z,899,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,170cf452-b53f-425c-b18c-b0a30f872a93,47.66723192,-122.1209719,-255,2018-03-14T00:13:08.3227330Z,900,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ed949a78-b104-44f3-a476-46bdfa70395b,47.66723192,-122.1209719,-255,2018-03-14T00:13:08.3484910Z,901,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,f665d341-eb24-4788-b55d-340b21f04a88,47.66722913,-122.1208778,5,2018-03-14T00:13:09.3262850Z,902,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,949f603c-12d4-4287-b352-25a352d0520a,47.66722913,-122.1208778,-255,2018-03-14T00:13:09.3557450Z,903,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,17004443-9d6d-464d-b30c-dfb6baadc232,47.66722729,-122.1207822,-255,2018-03-14T00:13:10.1920320Z,904,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,3c67b345-b4d3-4470-b3ae-16c4ca23c463,47.66722729,-122.1207822,-255,2018-03-14T00:13:10.2142530Z,905,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,64ecc27b-a68c-43cf-b85a-aaf49abff5fa,47.6672252,-122.1206895,-255,2018-03-14T00:13:11.3226040Z,906,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,0e38742c-f01e-43e2-9bf9-ca37a48518e5,47.6672252,-122.1206895,-255,2018-03-14T00:13:11.3554650Z,907,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,47ae160a-f114-4dce-bcce-e550d4e1ece2,47.66722367,-122.1205942,-255,2018-03-14T00:13:12.3206240Z,908,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,edbf3504-88b3-4f23-adea-3e643f479dc4,47.66722367,-122.1205942,-255,2018-03-14T00:13:12.3497360Z,909,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b242ff37-eadb-4fc4-b666-54e0ffc16637,47.66722449,-122.1204959,-255,2018-03-14T00:13:13.3193970Z,910,-255,-255,-255,-255,-255,-255,-255,-255,16,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,fe8ce1b2-26a3-46d6-84dd-a866fb99111d,47.66722449,-122.1204959,-255,2018-03-14T00:13:13.3490370Z,911,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,02b4b267-39cc-47b5-b132-5c3b76bc7e60,47.66722157,-122.1203938,-255,2018-03-14T00:13:14.3180780Z,912,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,03759d67-1ac5-48df-83d5-744ecd0878f0,47.66722157,-122.1203938,-255,2018-03-14T00:13:14.3524210Z,913,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,fce9f17e-0165-4efc-80e3-1f877c78f503,47.66721803,-122.1202872,-255,2018-03-14T00:13:15.3293490Z,914,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,db035288-85ae-4813-8962-8c03fa141b90,47.66721803,-122.1202872,-255,2018-03-14T00:13:15.3547420Z,915,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ffd31005-dee1-4e47-bc1d-8b810a8d64ce,47.66721314,-122.1201771,-255,2018-03-14T00:13:16.3275780Z,916,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,20cd9005-74a7-4e3b-879c-25819d253513,47.66721314,-122.1201771,-255,2018-03-14T00:13:16.3544770Z,917,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,0ec0faa2-1d2c-4587-8189-3e814dd6277e,47.66720965,-122.120067,-255,2018-03-14T00:13:17.3199850Z,918,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,f3bea03b-b2f7-48d3-afad-729f20d918a6,47.66720965,-122.120067,-255,2018-03-14T00:13:17.3448760Z,919,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ab286803-fa60-4769-8b2e-7640705e67ee,47.66720811,-122.1199592,-255,2018-03-14T00:13:18.3205440Z,920,-255,-255,-255,9,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,62a0350e-7e01-42df-8079-c07073a57689,47.66720811,-122.1199592,-255,2018-03-14T00:13:18.3525710Z,921,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9d14551b-f8b0-43a5-ae12-b3ebfbaed031,47.66720751,-122.1198504,-255,2018-03-14T00:13:19.3436920Z,923,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,19c927bd-8ef8-4c97-8014-1753114dca82,47.66720751,-122.1198504,-255,2018-03-14T00:13:19.3123780Z,922,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9c657ee8-6eb6-41d6-a8ed-d11af8ddd032,47.66720872,-122.1197354,-255,2018-03-14T00:13:20.2501730Z,924,-255,0,-255,-255,-255,3,-3,1121,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,311f27f7-6cbd-4795-9ef9-e290b7adb0eb,47.66720872,-122.1197354,-255,2018-03-14T00:13:20.2559360Z,925,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d8e0a5b1-7579-4e36-a4a7-cd9aeea46b6b,47.66721096,-122.1196142,-255,2018-03-14T00:13:21.3254130Z,926,11,-255,18,4,1240,-255,-255,-255,1123,,17,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,efd57aab-1122-4e52-b0c0-478597ede926,47.66721096,-122.1196142,-255,2018-03-14T00:13:21.3510660Z,927,-255,-255,-255,-255,-255,10,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,7bdab6c7-89e7-4de4-8a7a-ddf95dacbfb9,47.66721168,-122.119491,-255,2018-03-14T00:13:22.3320150Z,928,-255,7,11,-255,-1,-255,-3,0,-255,,34,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,3b08e76d-8372-40e1-a469-cdbf5dedf63c,47.66721168,-122.119491,-255,2018-03-14T00:13:22.3575550Z,929,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,5f109ad0-187d-4e9c-b09c-9e7b936b21fc,47.66721215,-122.1193657,9,2018-03-14T00:13:23.3161120Z,930,11,0,7,13,1250,-7,-1,1124,14,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,857bf974-24e3-4303-9d7a-2ec4e81c412c,47.66721215,-122.1193657,-255,2018-03-14T00:13:23.3338510Z,931,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,f459c1f9-f341-4b14-81a1-60cd0276f36c,47.66721257,-122.1192402,-255,2018-03-14T00:13:24.2998570Z,932,-255,-255,-255,9,-255,-255,-255,-255,-255,,25,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,64a6bffb-1c65-4e20-a685-6db6877b7b20,47.66721257,-122.1192402,-255,2018-03-14T00:13:24.3194550Z,933,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,5d000d63-3e39-4808-940e-8f51d34feeb2,47.66721241,-122.1191121,-255,2018-03-14T00:13:25.3007820Z,934,-255,12,11,-255,-3,25,1,0,1126,,34,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,87199b75-d4e3-4a22-af4f-409bf3e31804,47.66721241,-122.1191121,-255,2018-03-14T00:13:25.3191680Z,935,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,38436fbc-77ed-44d2-8dbf-1f00cfc3b20d,47.66721164,-122.1189808,8,2018-03-14T00:13:26.2749940Z,936,11,0,12,22,1256,-4,-2,1127,22,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,aa5627ff-9906-4915-b896-31a63e8ee7ff,47.66721164,-122.1189808,-255,2018-03-14T00:13:26.2953230Z,937,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,215426dc-1b32-442d-8cf3-85a82bd33213,47.66721051,-122.1188489,-255,2018-03-14T00:13:27.2682940Z,938,-255,11,-255,8,-255,21,3,0,1129,,22,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,105c8b27-e524-4995-a86f-87c1961b1f64,47.66721051,-122.1188489,-255,2018-03-14T00:13:27.3072750Z,939,-255,-255,-255,-255,-2,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,dabda3a2-5510-47de-b772-e6a17cba0b8c,47.66721007,-122.1187139,-255,2018-03-14T00:13:28.3077360Z,940,-255,-255,11,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,da6167d7-4617-4799-884b-4a1b80657c0d,47.66721007,-122.1187139,-255,2018-03-14T00:13:28.3471540Z,941,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d8ff14be-04b2-4819-9dff-efb26662eb4d,47.66720591,-122.1185787,-255,2018-03-14T00:13:29.3284720Z,942,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,732f500a-598a-4140-a54c-01a25dae68fb,47.66720591,-122.1185787,-255,2018-03-14T00:13:29.3540070Z,943,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9b4691b5-af62-4ffd-a1ec-ad51b55e28ca,47.66720119,-122.1184459,8,2018-03-14T00:13:30.3284890Z,944,-255,-255,-255,-255,-255,-255,-255,-255,-255,,36,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,78bf41fd-cc06-42ab-aa27-f32bb27bfe01,47.66720119,-122.1184459,-255,2018-03-14T00:13:30.3581550Z,945,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,0d136dc9-ce2b-4df5-890c-5765d0edd415,47.66720239,-122.1183095,-255,2018-03-14T00:13:31.3286300Z,946,11,0,10,20,1374,-3,-2,1132,21,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b74bab8e-597a-465c-9c1a-1cfa17479d40,47.66720239,-122.1183095,-255,2018-03-14T00:13:31.3587550Z,947,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,4fd45e83-bcee-4f42-81e6-adbe5a1e73c3,47.66719943,-122.1181725,-255,2018-03-14T00:13:32.3359190Z,948,-255,5,11,8,-2,19,-4,0,1134,,21,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d72a8b38-6e69-4c4e-b9c2-b02a77fc4adb,47.66719943,-122.1181725,-255,2018-03-14T00:13:32.3619630Z,949,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,6c909731-fa7b-4111-bbce-61bb87c403a8,47.66720187,-122.1180347,3,2018-03-14T00:13:33.3301420Z,950,-255,0,-255,10,-255,-4,-255,1135,14,,36,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,95be1f78-7a54-4cd8-a905-677063da5a53,47.66720187,-122.1180347,-255,2018-03-14T00:13:33.3591160Z,951,-255,-255,-255,-255,-255,-255,0,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,2bd828c1-a535-444c-940e-c9f35fd2601a,47.6672007,-122.1178977,-255,2018-03-14T00:13:34.3096190Z,952,11,-255,3,-255,1269,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,925bcaa9-6031-40b6-8c2e-2610a5d514b4,47.6672007,-122.1178977,-255,2018-03-14T00:13:34.3367600Z,953,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,13e157a5-ecaa-4efc-913f-884e8b7ab3b9,47.66719767,-122.1177639,-255,2018-03-14T00:13:35.3246710Z,954,-255,9,11,6,-3,18,-6,0,1137,,16,"CAN ERROR

>"
51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,5807f5c8-d493-45f0-9326-edf84a7fa1ef,47.66719767,-122.1177639,-255,2018-03-14T00:13:35.3757840Z,955,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255,"CAN ERROR

>"
